proquest -journal,,,,,,,,,,,,,,,,,,,
Title,Subtitle,Author,Publication,SourceType,Publisher,Volume,Issue,PubDate,AlphaDate,StartPage,EndPage,PageRange,ISSN,EISSN,ISBN,Language,Abstract,DocumentUrl,DOI
Provenance documentation to enable explainable and trustworthy AI: A literature review,,"Kale, Amruta; Nguyen, Tin; Harris, Frederick C, Jr; Li, Chenhao; Zhang, Jiyin; Ma, Xiaogang",Data Intelligence,Scholarly Journals,,5,1,2023-01-01,Winter 2023,139,,139-162,2641435X,,,ENG,"Recently artificial intelligence (AI) and machine learning (ML) models have demonstrated remarkable progress with applications developed in various domains. It is also increasingly discussed that AI and ML models and applications should be transparent, explainable, and trustworthy. Accordingly, the field of Explainable AI (XAI) is expanding rapidly. XAI holds substantial promise for improving trust and transparency in AI-based systems by explaining how complex models such as the deep neural network (DNN) produces their outcomes. Moreover, many researchers and practitioners consider that using provenance to explain these complex models will help improve transparency in AI-based systems. In this paper, we conduct a systematic literature review of provenance, XAI, and trustworthy AI (TAI) to explain the fundamental concepts and illustrate the potential of using provenance as a medium to help accomplish explainability in AI-based systems. Moreover, we also discuss the patterns of recent developments in this area and offer a vision for research in the near future. We hope this literature review will serve as a starting point for scholars and practitioners interested in learning about essential components of provenance, XAI, and TAI.",https://www.proquest.com/docview/2890954773?accountid=15181&bdid=109693&_bd=fwwvQbrnj4iQNCh65GOygh8Q53c%3D,https://doi.org/10.1162/dint_a_00119
AI-Powered AOP: Enhancing Runtime Monitoring with Large Language Models and Statistical Learning,,PDF,International Journal of Advanced Computer Science and Applications,Scholarly Journals,,15,11,2024-01-01,2024,,,,2158107X,,,ENG,"Modern software systems must adapt to dynamic artificial intelligence (AI) environments and evolving requirements. Aspect-oriented programming (AOP) effectively isolates crosscutting concerns (CCs) into single modules called aspects, enhancing quality metrics, and simplifying testing. However, AOP implementation can lead to unexpected program outputs and behavior changes. This paper proposes an AI-enhanced, adaptive monitoring framework for validating program behaviors during aspect weaving that integrates AOP interfaces (AOPIs) with large language models (LLMs), i.e. GPT-Codex AI, to dynamically generate and optimize monitoring aspects and statistical models in realtime. This enables intelligent run-time analysis, adaptive model checking, and natural language (NL) interaction. We tested the framework on ten diverse Java classes from JHotdraw 7.6 by extracting context and numerical data and building a dataset for analysis. By dynamically refining aspects and models based on observed behavior, its results showed that the framework maintained the integrity of the Java OOP class while providing predictive insights into potential conflicts and optimizations. Results demonstrate the framework’s efficacy in detecting subtle behavioral changes induced by aspect weaving, with a 94% accuracy in identifying potential conflicts and a 37% reduction in false positives compared to traditional static analysis techniques. Furthermore, the integration of explainable AI provides developers with clear, actionable explanations for flagged behaviors through NL interfaces, enhancing interpretability and trust in the system.",https://www.proquest.com/docview/3147965091?accountid=15181&bdid=109693&_bd=AWVXtryfxOISc4pYJSY8hFdpEE0%3D,https://doi.org/10.14569/IJACSA.2024.0151113
"Root Cause Analysis in Industrial Manufacturing: A Scoping Review of Current Research, Challenges and the Promises of AI-Driven Approaches",,"Pietsch, Dominik; Pietsch, Dominik; Pietsch, Dominik; Matthes, Marvin; Matthes, Marvin; Matthes, Marvin; Wieland, Uwe; Ihlenfeldt, Steffen; Munkelt, Torsten",Journal of Manufacturing and Materials Processing,Scholarly Journals,,8,6,2024-01-01,2024,277,,,25044494,,,ENG,"The manufacturing industry must maintain high-quality standards while meeting customer demands for customization, reduced carbon footprint, and competitive pricing. To address these challenges, companies are constantly improving their production processes using quality management tools. A crucial aspect of this improvement is the root cause analysis of manufacturing defects. In recent years, there has been a shift from traditional knowledge-driven approaches to data-driven approaches. However, there is a gap in the literature regarding a systematic overview of both methodological types, their overlaps, and the challenges they pose. To fill this gap, this study conducts a scoping literature review of root cause analysis in manufacturing, focusing on both data-driven and knowledge-driven approaches. For this, articles from IEEE Xplore, Scopus, and Web of Science are examined. This review finds that data-driven approaches have become dominant in recent years, with explainable artificial intelligence emerging as a particularly strong approach. Additionally, hybrid variants of root cause analysis, which combine expert knowledge and data-driven approaches, are also prevalent, leveraging the strengths of both worlds. Major challenges identified include dependence on expert knowledge, data availability, and management issues, as well as methodological difficulties. This article also evaluates the potential of artificial intelligence and hybrid approaches for the future, highlighting their promises in advancing root cause analysis in manufacturing.",https://www.proquest.com/docview/3149660596?accountid=15181&bdid=109693&_bd=Gxfj8HkpKwYB2iO%2FWxQNsmxgA9g%3D,https://doi.org/10.3390/jmmp8060277
A Blockchain-Assisted Federated Learning Framework for Secure and Self-Optimizing Digital Twins in Industrial IoT,,"Innocent Boakye Ababio; Innocent Boakye Ababio; Bieniek, Jan; Bieniek, Jan; Rahouti, Mohamed; Hayajneh, Thaier; Hayajneh, Thaier; Aledhari, Mohammed; Verma, Dinesh C; Chehri, Abdellah",Future Internet,Scholarly Journals,,17,1,2025-01-01,2025,13,,,19995903,,,ENG,"Optimizing digital twins in the Industrial Internet of Things (IIoT) requires secure and adaptable AI models. The IIoT enables digital twins, virtual replicas of physical assets, to improve real-time decision-making, but challenges remain in trust, data security, and model accuracy. This paper presents a novel framework combining blockchain technology and federated learning (FL) to address these issues. By deploying AI models on edge devices and using FL, data privacy is maintained while enabling collaboration across industrial assets. Blockchain ensures secure data management and transparency, while explainable AI (XAI) enhances interpretability. The framework improves transparency, control, security, privacy, and scalability for self-optimizing digital twins in IIoT. A real-world evaluation demonstrates the framework’s effectiveness in enhancing security, explainability, and optimization, offering improved efficiency and reliability for industrial operations.",https://www.proquest.com/docview/3159468475?accountid=15181&bdid=109693&_bd=CyxHsGhvkpLRTgMEGNWs3Tusy%2Bk%3D,https://doi.org/10.3390/fi17010013
Trustworthy AI for Whom? GenAI Detection Techniques of Trust Through Decentralized Web3 Ecosystems,,"Calzada, Igor; Calzada, Igor; Németh, Géza; Mohammed Salah Al-Radhi",Big Data and Cognitive Computing,Scholarly Journals,,9,3,2025-01-01,2025,62,,,25042289,,,ENG,"As generative AI (GenAI) technologies proliferate, ensuring trust and transparency in digital ecosystems becomes increasingly critical, particularly within democratic frameworks. This article examines decentralized Web3 mechanisms—blockchain, decentralized autonomous organizations (DAOs), and data cooperatives—as foundational tools for enhancing trust in GenAI. These mechanisms are analyzed within the framework of the EU’s AI Act and the Draghi Report, focusing on their potential to support content authenticity, community-driven verification, and data sovereignty. Based on a systematic policy analysis, this article proposes a multi-layered framework to mitigate the risks of AI-generated misinformation. Specifically, as a result of this analysis, it identifies and evaluates seven detection techniques of trust stemming from the action research conducted in the Horizon Europe Lighthouse project called ENFIELD: (i) federated learning for decentralized AI detection, (ii) blockchain-based provenance tracking, (iii) zero-knowledge proofs for content authentication, (iv) DAOs for crowdsourced verification, (v) AI-powered digital watermarking, (vi) explainable AI (XAI) for content detection, and (vii) privacy-preserving machine learning (PPML). By leveraging these approaches, the framework strengthens AI governance through peer-to-peer (P2P) structures while addressing the socio-political challenges of AI-driven misinformation. Ultimately, this research contributes to the development of resilient democratic systems in an era of increasing technopolitical polarization.",https://www.proquest.com/docview/3181353869?accountid=15181&bdid=109693&_bd=FCWdiM1e6MPuylI4%2FcnNBRralOc%3D,https://doi.org/10.3390/bdcc9030062
"The role of IoT and XAI convergence in the prediction, explanation, and decision of customer perceived value (CPV) in SMEs: a theoretical framework and research proposition perspective",,,Discover Internet of Things,Scholarly Journals,,5,1,2025-12-01,Dec 2025,4,,4,27307239,,,ENG,"The goal of this study is to look at how the convergence of IoT and XAI (IoT-XAI) effects the explanation, prediction, and decision-making on customer perceived value (CPV) in SMEs, utilising CPV and IoT-XAI convergence theories. This study also investigates how customer-IoT interaction influences deep learning (DL) model prediction of CPV, as well as XAI explanation and decision making on CPV prediction. The literature on customer-IoT interaction, IoT physical objects, IoT data analysis, deep learning model, XAI, and CPV was reviewed to develop a theoretical framework for investigating the relationships between IoT and XAI convergence, and CPV prediction, explanation, and decision-making towards personalised marketing. The theoretical framework and research propositions are depicted in Fig. 1. Drawing on the theoretical framework used in this study, eight key research propositions were developed on the relationship between customers, IoT, DL, XAI, and CPV explanation and decision. According to the created theoretical framework and research propositions, customer-IoT interaction generates CPV data, which is then converted into structured CPV data by IoT analytics and fed into DL models for prediction. As a result, XAI models produce explanations and decisions based on DL-enabled CPV prediction, which guides personalise marketing. This paper explains how SMEs may leverage the convergence capabilities of IoT and XAI to generate CPV explanations and decisions to modify their personalize marketing methods. Article HighlightsThe results of the present investigation demonstrate that the combination of Explainable AI and the Internet of Things improves CPV prediction, interpretation, and decision-making, which results in personalised marketing optimisation.This study establishes that deep learning models like computer vision, natural language processing, and reinforcement support the Internet of Things and Explainable AI convergence assessment of CPV by taking in CPV data from the Internet of Things and analysing it to create CPV predictions. Explainable AI then interprets, makes decisions, and suggests CPV strategies based on the predictions.In terms of practical implications, Internet of Things and Explainable AI convergence can significantly boost personalisation effectiveness through CPV recommendations. In order to help business managers enhance their marketing strategy, Internet of Things and Explainable AI convergence highlights the logic behind CPV recommendations for product recommendations and targeted advertising. Business managers can more precisely tailor the personalisation process to each customer's preferences if they have a better understanding of the CPV factors (i.e., social values – acceptance, economic value – affordability and perceived cost, and functional value – performance) influencing the deep learning models' decisions.",https://www.proquest.com/docview/3154288439?accountid=15181&bdid=109693&_bd=yl18A2eCCUZvbsVPbgdpC0VbXu0%3D,https://doi.org/10.1007/s43926-025-00092-x
Explainable AI Frameworks: Navigating the Present Challenges and Unveiling Innovative Applications,,"Neeraj Anand Sharma; Neeraj Anand Sharma; Rishal Ravikesh Chand; Zain Buksh; A B M Shawkat Ali; Hanif, Ambreen; Beheshti, Amin; Beheshti, Amin",Algorithms,Scholarly Journals,,17,6,2024-01-01,2024,227,,,19994893,,,ENG,"This study delves into the realm of Explainable Artificial Intelligence (XAI) frameworks, aiming to empower researchers and practitioners with a deeper understanding of these tools. We establish a comprehensive knowledge base by classifying and analyzing prominent XAI solutions based on key attributes like explanation type, model dependence, and use cases. This resource equips users to navigate the diverse XAI landscape and select the most suitable framework for their specific needs. Furthermore, the study proposes a novel framework called XAIE (eXplainable AI Evaluator) for informed decision-making in XAI adoption. This framework empowers users to assess different XAI options based on their application context objectively. This will lead to more responsible AI development by fostering transparency and trust. Finally, the research identifies the limitations and challenges associated with the existing XAI frameworks, paving the way for future advancements. By highlighting these areas, the study guides researchers and developers in enhancing the capabilities of Explainable AI.",https://www.proquest.com/docview/3072235276?accountid=15181&bdid=109693&_bd=GsUqviiQb7HBMM%2FcISX0unAvpdk%3D,https://doi.org/10.3390/a17060227
Recent Applications of Explainable AI (XAI): A Systematic Literature Review,,"Saarela, Mirka; Saarela, Mirka; Podgorelec, Vili",Applied Sciences,Scholarly Journals,,14,19,2024-01-01,2024,8884,,,20763417,,,ENG,"This systematic literature review employs the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) methodology to investigate recent applications of explainable AI (XAI) over the past three years. From an initial pool of 664 articles identified through the Web of Science database, 512 peer-reviewed journal articles met the inclusion criteria—namely, being recent, high-quality XAI application articles published in English—and were analyzed in detail. Both qualitative and quantitative statistical techniques were used to analyze the identified articles: qualitatively by summarizing the characteristics of the included studies based on predefined codes, and quantitatively through statistical analysis of the data. These articles were categorized according to their application domains, techniques, and evaluation methods. Health-related applications were particularly prevalent, with a strong focus on cancer diagnosis, COVID-19 management, and medical imaging. Other significant areas of application included environmental and agricultural management, industrial optimization, cybersecurity, finance, transportation, and entertainment. Additionally, emerging applications in law, education, and social care highlight XAI’s expanding impact. The review reveals a predominant use of local explanation methods, particularly SHAP and LIME, with SHAP being favored for its stability and mathematical guarantees. However, a critical gap in the evaluation of XAI results is identified, as most studies rely on anecdotal evidence or expert opinion rather than robust quantitative metrics. This underscores the urgent need for standardized evaluation frameworks to ensure the reliability and effectiveness of XAI applications. Future research should focus on developing comprehensive evaluation standards and improving the interpretability and stability of explanations. These advancements are essential for addressing the diverse demands of various application domains while ensuring trust and transparency in AI systems.",https://www.proquest.com/docview/3116645255?accountid=15181&bdid=109693&_bd=dG6cQccuJhBYMz0fYBQNlBVvwcU%3D,https://doi.org/10.3390/app14198884
Explainable Boosting Machines Identify Key Metabolomic Biomarkers in Rheumatoid Arthritis,,"Yagin Fatma Hilal; Colak Cemil; Algarni Abdulmohsen; Algarni, Ali; Al-Hashem, Fahaid; Ardigò, Luca Paolo",Medicina,Scholarly Journals,,61,5,2025-01-01,2025,833,,,1010660X,,,ENG,"Background and Objectives: Rheumatoid arthritis (RA) is a chronic autoimmune disease characterised by joint inflammation and pain. Metabolomics approaches, which are high-throughput profiling of small molecule metabolites in plasma or serum in RA patients, have so far provided biomarker discovery in the literature for clinical subgroups, risk factors, and predictors of treatment response using classical statistical approaches or machine learning models. Despite these recent developments, an explainable artificial intelligence (XAI)-based methodology has not been used to identify RA metabolomic biomarkers and distinguish patients with RA. This study constructed a XAI-based EBM model using global plasma metabolomics profiling to identify metabolites predictive of RA patients and to develop a classification model that can distinguish RA patients from healthy controls. Materials and Methods: Global plasma metabolomics data were analysed from RA patients (49 samples) and healthy individuals (10 samples). SMOTE technique was used for class imbalance in data preprocessing. EBM, LightGBM, and AdaBoost algorithms were applied to generate a discriminatory model between RA and controls. Comprehensive performance metrics were calculated, and the interpretability of the optimal model was assessed using global and local feature descriptions. Results: A total of 59 samples were analysed, 49 from RA patients, and 10 from healthy subjects. The EBM generated better results than LightGBM and AdaBoost by attaining an AUC of 0.901 (95% CI: 0.847–0.955) with 87.8% sensitivity which helps prevent false negative early RA diagnosis. The primary biomarkers EBM-based XAI identified were N-acetyleucine, pyruvic acid, and glycerol-3-phosphate. EBM global explanation analysis indicated that elevated pyruvic acid levels were significantly correlated with RA, whereas N-acetyleucine exhibited a nonlinear relationship, implying possible protective effects at specific concentrations. Conclusions: This study underscores the promise of XAI and evidence-based medicine methodology in developing biomarkers for RA through metabolomics. The discovered metabolites offer significant insights into RA pathophysiology and may function as diagnostic biomarkers or therapeutic targets. Incorporating EBM methodologies integrated with XAI improves model transparency and increases the therapeutic applicability of predictive models for RA diagnosis/management. Furthermore, the transparent structure of the EBM model empowers clinicians to understand and verify the reasoning behind each prediction, thereby fostering trust in AI-assisted decision-making and facilitating the integration of metabolomic insights into routine clinical practice.",https://www.proquest.com/docview/3212073322?accountid=15181&bdid=109693&_bd=SaMf030nmKUxzs94kkjhysh8E6U%3D,https://doi.org/10.3390/medicina61050833
Second opinion machine learning for fast-track pathway assignment in hip and knee replacement surgery: the use of patient-reported outcome measures,,"Campagner, Andrea; Milella, Frida; Banfi, Giuseppe; Cabitza, Federico",BMC Medical Informatics and Decision Making,Scholarly Journals,,24,,2024-01-01,2024,1,,1-17,14726947,,,ENG,"BackgroundThe frequency of hip and knee arthroplasty surgeries has been rising steadily in recent decades. This trend is attributed to an aging population, leading to increased demands on healthcare systems. Fast Track (FT) surgical protocols, perioperative procedures designed to expedite patient recovery and early mobilization, have demonstrated efficacy in reducing hospital stays, convalescence periods, and associated costs. However, the criteria for selecting patients for FT procedures have not fully capitalized on the available patient data, including patient-reported outcome measures (PROMs).MethodsOur study focused on developing machine learning (ML) models to support decision making in assigning patients to FT procedures, utilizing data from patients’ self-reported health status. These models are specifically designed to predict the potential health status improvement in patients initially selected for FT. Our approach focused on techniques inspired by the concept of controllable AI. This includes eXplainable AI (XAI), which aims to make the model’s recommendations comprehensible to clinicians, and cautious prediction, a method used to alert clinicians about potential control losses, thereby enhancing the models’ trustworthiness and reliability.ResultsOur models were trained and tested using a dataset comprising 899 records from individual patients admitted to the FT program at IRCCS Ospedale Galeazzi-Sant’Ambrogio. After training and selecting hyper-parameters, the models were assessed using a separate internal test set. The interpretable models demonstrated performance on par or even better than the most effective ‘black-box’ model (Random Forest). These models achieved sensitivity, specificity, and positive predictive value (PPV) exceeding 70%, with an area under the curve (AUC) greater than 80%. The cautious prediction models exhibited enhanced performance while maintaining satisfactory coverage (over 50%). Further, when externally validated on a separate cohort from the same hospital-comprising patients from a subsequent time period-the models showed no pragmatically notable decline in performance.ConclusionsOur results demonstrate the effectiveness of utilizing PROMs as basis to develop ML models for planning assignments to FT procedures. Notably, the application of controllable AI techniques, particularly those based on XAI and cautious prediction, emerges as a promising approach. These techniques provide reliable and interpretable support, essential for informed decision-making in clinical processes.",https://www.proquest.com/docview/3091290062?accountid=15181&bdid=109693&_bd=6jfEzz0xDOQxJBBOQDLIpUpruic%3D,https://doi.org/10.1186/s12911-024-02602-3
Medical Professional Enhancement Using Explainable Artificial Intelligence in Fetal Cardiac Ultrasound Screening,,"Sakai, Akira; Komatsu, Masaaki; Komatsu, Masaaki; Komatsu, Reina; Matsuoka, Ryu; Yasutomi, Suguru; Ai Dozen; Kanto Shozu; Arakaki, Tatsuya; Machino, Hidenori; Asada, Ken; Kaneko, Syuzo; Sekizawa, Akihiko; Hamamoto, Ryuji; Hamamoto, Ryuji",Biomedicines,Scholarly Journals,,10,3,2022-01-01,2022,551,,,22279059,,,ENG,"Diagnostic support tools based on artificial intelligence (AI) have exhibited high performance in various medical fields. However, their clinical application remains challenging because of the lack of explanatory power in AI decisions (black box problem), making it difficult to build trust with medical professionals. Nevertheless, visualizing the internal representation of deep neural networks will increase explanatory power and improve the confidence of medical professionals in AI decisions. We propose a novel deep learning-based explainable representation “graph chart diagram” to support fetal cardiac ultrasound screening, which has low detection rates of congenital heart diseases due to the difficulty in mastering the technique. Screening performance improves using this representation from 0.966 to 0.975 for experts, 0.829 to 0.890 for fellows, and 0.616 to 0.748 for residents in the arithmetic mean of area under the curve of a receiver operating characteristic curve. This is the first demonstration wherein examiners used deep learning-based explainable representation to improve the performance of fetal cardiac ultrasound screening, highlighting the potential of explainable AI to augment examiner capabilities.",https://www.proquest.com/docview/2642347202?accountid=15181&bdid=109693&_bd=HRRUrLJROaW4h%2FjA547vFknYcNo%3D,https://doi.org/10.3390/biomedicines10030551
